id,label
0_1529_2_helmet,0
1_8293_3_head,1
1_2260_head,1
1_4955_3_head,1
0_542_1_helmet,0
0_517_1_helmet,0
0_2930_3_helmet,0
0_555_2_helmet,0
1_6301_3_head,1
1_3163_2_head,1
0_2965_3_helmet,0
0_500_2_helmet,0
0_2591_3_helmet,0
1_4169_head,1
1_3636_3_head,1
0_5164__helmet,0
0_1258_2_helmet,0
0_5754_3_helmet,0
1_2348_2_head,1
1_3154_2_head,1
0_4254_3_helmet,0
1_4791_2_head,1
0_1504_3_helmet,0
1_4962_3_head,1
1_2657_2_head,1
0_1551_3_helmet,0
1_3467_head,1
0_587_3_helmet,0
0_271_2_helmet,0
1_4791_3_head,1
0_926_3_helmet,0
1_6454_3_head,1
1_3636_2_head,1
0_224_2_helmet,0
0_299_1_helmet,0
0_266_1_helmet,0
1_3600_head,1
1_2135_2_head,1
0_578_3_helmet,0
1_3329_2_head,1
1_7357_3_head,1
0_233_1_helmet,0
1_3077_2_head,1
0_5689_3_helmet,0
0_1426_3_helmet,0
0_1385_2_helmet,0
1_2987_3_head,1
1_3715_3_head,1
0_1473_3_helmet,0
1_3568_2_head,1
1_2774_2_head,1
0_1878_3_helmet,0
1_361_3_head,1
1_8387_3_head,1
0_5676_3_helmet,0
1_4841_3_head,1
1_3715_2_head,1
0_2368_3_helmet,0
0_344_1_helmet,0
1_6577_3_head,1
1_2509_2_head,1
1_2987_2_head,1
0_311_1_helmet,0
1_5820_3_head,1
0_353_2_helmet,0
1_6068_3_head,1
1_2016_2_head,1
1_4841_2_head,1
0_851_3_helmet,0
0_2397_3_helmet,0
0_306_2_helmet,0
1_3568_3_head,1
0_6138_3_helmet,0
1_3132_head,1
1_7243_3_head,1
1_2021_2_head,1
1_4876_2_head,1
0_5107_3_helmet,0
1_2743_3_head,1
0_4452_3_helmet,0
0_5152_3_helmet,0
0_1302_3_helmet,0
0_1357_3_helmet,0
1_5499_3_head,1
1_4685_3_head,1
0_883_2_helmet,0
0_2812_3_helmet,0
1_2743_2_head,1
0_477_2_helmet,0
1_1082_1_head,1
0_2847_3_helmet,0
0_422_2_helmet,0
1_2734_head,1
0_460_1_helmet,0
0_829_2_helmet,0
0_894_1_helmet,0
1_6222_3_head,1
1_4685_2_head,1
0_5970__helmet,0
1_1869_3_head,1
0_435_1_helmet,0
0_3119_3_helmet,0
0_488_2_helmet,0
0_2419_3_helmet,0
0_4522_3_helmet,0
0_5022_3_helmet,0
1_1928_3_head,1
0_4577_3_helmet,0
0_4983_3_helmet,0
0_5077_3_helmet,0
0_4588_3_helmet,0
0_1227_3_helmet,0
1_2602_2_head,1
0_4929_3_helmet,0
1_4206_head,1
1_3890_2_head,1
0_552_2_helmet,0
1_1928_2_head,1
1_3101_3_head,1
0_2962_3_helmet,0
0_2596_3_helmet,0
0_507_2_helmet,0
1_3663_2_head,1
0_3069_3_helmet,0
0_545_1_helmet,0
0_2569_3_helmet,0
1_4207_head,1
0_510_1_helmet,0
0_959_2_helmet,0
0_6793_3_helmet,0
1_4061_head,1
1_7302_3_head,1
0_1503_3_helmet,0
1_4900_2_head,1
1_3136_3_head,1
0_4206_3_helmet,0
1_2448_2_head,1
0_5753_3_helmet,0
0_1908_3_helmet,0
1_3654_2_head,1
1_4900_3_head,1
0_261_1_helmet,0
1_2157_3_head,1
0_289_2_helmet,0
0_234_1_helmet,0
1_2635_2_head,1
1_4091_3_head,1
0_276_2_helmet,0
0_6048_3_helmet,0
0_974_3_helmet,0
1_3654_3_head,1
1_2448_3_head,1
1_1591_3_head,1
0_223_2_helmet,0
1_6354_3_head,1
1_7148_3_head,1
1_3136_2_head,1
1_4823_2_head,1
1_7216_3_head,1
1_2074_2_head,1
0_5671_3_helmet,0
0_4371_3_helmet,0
0_1328_2_helmet,0
1_995_1_head,1
1_3984_3_head,1
0_1421_3_helmet,0
1_7709_3_head,1
1_3777_2_head,1
1_6515_3_head,1
1_5842_3_head,1
0_1880_3_helmet,0
0_1474_3_helmet,0
1_8198_3_head,1
0_856_3_helmet,0
1_7574_3_head,1
0_354_2_helmet,0
1_3984_2_head,1
1_2716_2_head,1
0_803_3_helmet,0
1_4823_3_head,1
1_2074_3_head,1
0_301_2_helmet,0
1_3268_3_head,1
0_408_3_helmet,0
0_343_1_helmet,0
0_6195_3_helmet,0
0_316_1_helmet,0
0_1305_3_helmet,0
0_1807_2_helmet,0
1_3022_2_head,1
1_6240_3_head,1
1_5399_3_head,1
0_1350_3_helmet,0
1_3740_3_head,1
1_334_3_head,1
1_7543_3_head,1
1_2721_2_head,1
0_1459_2_helmet,0
1_3693_head,1
1_4534_head,1
0_4455_3_helmet,0
0_5155_3_helmet,0
1_2043_3_head,1
1_3865_head,1
0_467_1_helmet,0
0_893_1_helmet,0
0_379_3_helmet,0
0_432_1_helmet,0
1_3022_3_head,1
0_386_3_helmet,0
1_4814_2_head,1
1_4535_head,1
1_456_3_head,1
1_7221_3_head,1
0_2815_3_helmet,0
0_884_2_helmet,0
0_470_2_helmet,0
1_2043_2_head,1
0_839_1_helmet,0
0_498_1_helmet,0
0_425_2_helmet,0
1_4475_head,1
0_1137_2_helmet,0
0_7186__helmet,0
1_5366_3_head,1
1_4613_head,1
0_1694_3_helmet,0
0_1162_2_helmet,0
1_4618_2_head,1
0_5830_3_helmet,0
0_5491_3_helmet,0
1_7932_3_head,1
0_5865_3_helmet,0
1_4307_2_head,1
1_8150_3_head,1
1_1262_1_head,1
1_4618_3_head,1
0_6320_3_helmet,0
1_6953_3_head,1
1_3925_head,1
1_1318_3_head,1
1_4474_head,1
0_6375_3_helmet,0
0_642_3_helmet,0
0_617_3_helmet,0
0_3470_3_helmet,0
1_4465_2_head,1
1_8478_3_head,1
1_4330_3_head,1
1_3297_2_head,1
1_1630_3_head,1
1_4452_2_head,1
1_1255_1_head,1
0_1613_2_helmet,0
1_2594_2_head,1
1_3788_2_head,1
1_181_3_head,1
0_1646_2_helmet,0
0_166_3_helmet,0
1_3297_3_head,1
1_1028_1_head,1
0_3301_3_helmet,0
1_1630_2_head,1
0_690_2_helmet,0
0_2601_3_helmet,0
1_6797_3_head,1
0_678_1_helmet,0
1_4330_2_head,1
0_687_1_helmet,0
0_7104_3_helmet,0
0_199_3_helmet,0
0_6451_3_helmet,0
0_1731_2_helmet,0
0_1764_2_helmet,0
1_3858_3_head,1
0_1092_3_helmet,0
1_2839_2_head,1
1_8044_3_head,1
0_5297_3_helmet,0
0_6526_3_helmet,0
1_3858_2_head,1
0_3289_3_helmet,0
0_718_2_helmet,0
0_2789_3_helmet,0
0_7026_3_helmet,0
0_2723_3_helmet,0
0_3276_3_helmet,0
1_7180_3_head,1
0_5912_3_helmet,0
1_1559_3_head,1
0_5947_3_helmet,0
0_1015_2_helmet,0
1_6683_3_head,1
1_2228_head,1
0_5303__helmet,0
1_3383_3_head,1
0_5519_3_helmet,0
0_4019_3_helmet,0
0_2007_3_helmet,0
1_2480_2_head,1
0_760_3_helmet,0
0_2052_3_helmet,0
1_3287_head,1
1_8073_3_head,1
1_1341_1_head,1
0_3552_3_helmet,0
0_735_3_helmet,0
1_3383_2_head,1
0_3959_3_helmet,0
0_6202_3_helmet,0
1_4546_2_head,1
1_1724_3_head,1
0_6257_3_helmet,0
1_5038_3_head,1
1_4365_3_head,1
1_845_3_head,1
1_4889_2_head,1
1_4407_2_head,1
0_5496_3_helmet,0
0_5862_3_helmet,0
0_4196_3_helmet,0
0_1130_2_helmet,0
0_1165_2_helmet,0
1_4118_2_head,1
0_2122_3_helmet,0
1_4407_3_head,1
0_645_3_helmet,0
0_2177_3_helmet,0
0_610_3_helmet,0
1_4118_3_head,1
0_2188_3_helmet,0
1_5304_3_head,1
0_6372_3_helmet,0
1_2883_head,1
1_5333_3_head,1
0_1641_2_helmet,0
1_4430_3_head,1
0_1148_3_helmet,0
1_8378_3_head,1
1_1130_3_head,1
1_4352_2_head,1
1_3919_2_head,1
0_680_1_helmet,0
1_3088_3_head,1
1_1237_1_head,1
1_8105_3_head,1
0_6456_3_helmet,0
0_668_2_helmet,0
1_6588_3_head,1
1_2978_2_head,1
1_7794_3_head,1
0_3306_3_helmet,0
0_2606_3_helmet,0
0_697_2_helmet,0
1_3597_3_head,1
0_161_3_helmet,0
1_3919_3_head,1
1_908_1_head,1
1_872_3_head,1
1_1652_3_head,1
1_4430_2_head,1
1_6097_3_head,1
1_5210_3_head,1
0_5290_3_helmet,0
1_3740_head,1
1_7844_3_head,1
0_1736_2_helmet,0
0_1095_3_helmet,0
1_4513_3_head,1
1_1169_1_head,1
0_1763_2_helmet,0
0_708_1_helmet,0
0_2724_3_helmet,0
1_1982_2_head,1
1_5572_3_head,1
1_3527_head,1
0_3271_3_helmet,0
1_1314_1_head,1
1_4513_2_head,1
1_1771_3_head,1
1_951_3_head,1
0_6521_3_helmet,0
0_7021_3_helmet,0
0_6574_3_helmet,0
0_7074_3_helmet,0
0_6980_3_helmet,0
1_1746_3_head,1
1_966_3_head,1
0_1012_2_helmet,0
1_4029_head,1
1_4246_3_head,1
0_1047_2_helmet,0
1_3483_3_head,1
0_5915_3_helmet,0
1_6812_3_head,1
1_4759_3_head,1
1_1323_1_head,1
1_8011_3_head,1
1_2380_3_head,1
1_4246_2_head,1
1_7873_3_head,1
0_6205_3_helmet,0
0_798_3_helmet,0
0_6250_3_helmet,0
1_4759_2_head,1
0_767_3_helmet,0
0_2000_3_helmet,0
1_2380_2_head,1
0_732_3_helmet,0
1_3220_head,1
0_942_3_helmet,0
1_6803_3_head,1
1_1141_head,1
0_240_2_helmet,0
0_917_3_helmet,0
1_5554_3_head,1
0_3784_3_helmet,0
1_4187_head,1
0_215_2_helmet,0
0_2284_3_helmet,0
1_1332_1_head,1
1_1757_3_head,1
0_257_1_helmet,0
1_6192_3_head,1
0_549_3_helmet,0
0_6081_3_helmet,0
0_202_1_helmet,0
0_4230_3_helmet,0
0_5730_3_helmet,0
1_4748_2_head,1
1_4186_head,1
1_2391_2_head,1
0_1269_2_helmet,0
0_4265_3_helmet,0
1_1140_head,1
1_3492_2_head,1
0_1560_3_helmet,0
0_1994_3_helmet,0
1_5729_3_head,1
0_1296_2_helmet,0
1_1002_3_head,1
0_573_1_helmet,0
1_1178_1_head,1
0_526_1_helmet,0
0_564_2_helmet,0
0_2901_3_helmet,0
0_990_2_helmet,0
0_531_2_helmet,0
0_2954_3_helmet,0
1_1760_3_head,1
0_1211_3_helmet,0
0_1244_3_helmet,0
1_3489_head,1
0_4514_3_helmet,0
1_6834_3_head,1
0_5041_3_helmet,0
1_1993_2_head,1
0_4541_3_helmet,0
1_8037_3_head,1
1_1305_1_head,1
0_446_2_helmet,0
0_2823_3_helmet,0
1_8369_3_head,1
0_413_2_helmet,0
1_4343_2_head,1
1_3586_2_head,1
1_3908_2_head,1
0_451_1_helmet,0
0_2889_3_helmet,0
0_818_2_helmet,0
1_2314_head,1
0_404_1_helmet,0
0_3128_3_helmet,0
1_2172_head,1
0_6687_3_helmet,0
1_3099_2_head,1
1_4343_3_head,1
1_919_1_head,1
0_5136_3_helmet,0
0_4436_3_helmet,0
0_1399_3_helmet,0
1_1643_3_head,1
0_4897_3_helmet,0
0_4463_3_helmet,0
0_1831_2_helmet,0
0_4868_3_helmet,0
0_1333_3_helmet,0
1_3099_3_head,1
0_1864_2_helmet,0
1_2969_2_head,1
1_2315_head,1
0_3659_3_helmet,0
0_375_1_helmet,0
1_1409_2_head,1
0_2359_3_helmet,0
1_1211_1_head,1
0_320_1_helmet,0
1_4109_2_head,1
1_5168_3_head,1
0_362_2_helmet,0
0_494_3_helmet,0
0_860_3_helmet,0
0_5289__helmet,0
1_4898_2_head,1
0_6109_3_helmet,0
0_337_2_helmet,0
0_835_3_helmet,0
1_3775_head,1
0_1417_3_helmet,0
1_3983_head,1
1_1887_3_head,1
1_3513_head,1
0_1442_3_helmet,0
0_1849_3_helmet,0
0_4347_3_helmet,0
0_250_1_helmet,0
1_4235_2_head,1
0_205_1_helmet,0
0_3729_3_helmet,0
0_6086_3_helmet,0
0_2229_3_helmet,0
0_6079_3_helmet,0
0_247_2_helmet,0
0_945_3_helmet,0
0_3783_3_helmet,0
1_2491_3_head,1
0_2283_3_helmet,0
0_212_2_helmet,0
0_910_3_helmet,0
1_3392_2_head,1
0_1532_3_helmet,0
1_4557_2_head,1
0_1291_2_helmet,0
1_4235_3_head,1
1_5029_3_head,1
0_1993_3_helmet,0
0_4237_3_helmet,0
1_4048_2_head,1
0_5737_3_helmet,0
0_4262_3_helmet,0
1_1548_2_head,1
0_5762_3_helmet,0
0_1939_3_helmet,0
1_5536_3_head,1
0_563_2_helmet,0
1_2828_2_head,1
0_997_2_helmet,0
0_2906_3_helmet,0
0_295_3_helmet,0
0_536_2_helmet,0
0_2953_3_helmet,0
0_2558_3_helmet,0
0_3058_3_helmet,0
0_574_1_helmet,0
1_4560_2_head,1
0_521_1_helmet,0
0_968_2_helmet,0
1_3581_head,1
1_2828_3_head,1
1_3911_head,1
0_5046_3_helmet,0
0_4546_3_helmet,0
1_5263_3_head,1
1_4202_2_head,1
0_1216_3_helmet,0
1_8228_3_head,1
0_4918_3_helmet,0
1_4560_3_head,1
0_1243_3_helmet,0
1_1244_1_head,1
1_4373_head,1
1_39_3_head,1
1_5422_3_head,1
0_456_1_helmet,0
1_3799_2_head,1
0_348_3_helmet,0
1_2585_2_head,1
0_6680_3_helmet,0
0_403_1_helmet,0
0_441_2_helmet,0
0_808_1_helmet,0
1_3286_2_head,1
1_4443_2_head,1
0_414_2_helmet,0
0_2485_3_helmet,0
0_2871_3_helmet,0
0_3185_3_helmet,0
1_2585_3_head,1
1_3799_3_head,1
1_5340_3_head,1
1_6299_3_head,1
0_1361_3_helmet,0
0_1497_2_helmet,0
1_4372_head,1
0_1863_2_helmet,0
1_1039_1_head,1
0_4431_3_helmet,0
1_7914_3_head,1
0_4890_3_helmet,0
1_4321_2_head,1
0_493_3_helmet,0
0_867_3_helmet,0
1_1616_2_head,1
1_4474_3_head,1
0_365_2_helmet,0
1_7923_3_head,1
0_832_3_helmet,0
1_1174_3_head,1
0_330_2_helmet,0
0_439_3_helmet,0
0_372_1_helmet,0
0_898_3_helmet,0
1_4609_2_head,1
0_327_1_helmet,0
0_4315_3_helmet,0
1_4316_3_head,1
0_4340_3_helmet,0
0_1319_2_helmet,0
0_1410_3_helmet,0
1_1273_1_head,1
1_8141_3_head,1
0_1445_3_helmet,0
1_2793_head,1
1_2730_2_head,1
0_2630_3_helmet,0
0_3330_3_helmet,0
1_7552_3_head,1
0_2665_3_helmet,0
0_3365_3_helmet,0
0_649_1_helmet,0
1_6251_3_head,1
0_7135_3_helmet,0
1_3033_2_head,1
0_6435_3_helmet,0
1_4194_3_head,1
1_5388_3_head,1
0_7160_3_helmet,0
1_3751_3_head,1
0_6460_3_helmet,0
1_4805_2_head,1
0_4684_3_helmet,0
1_6533_3_head,1
1_1494_2_head,1
0_1181_3_helmet,0
1_3033_3_head,1
0_1677_2_helmet,0
0_192_1_helmet,0
1_6504_3_head,1
0_6311_3_helmet,0
1_3766_2_head,1
1_2218_3_head,1
0_673_3_helmet,0
1_4832_2_head,1
1_2065_2_head,1
1_3279_2_head,1
0_185_2_helmet,0
1_7207_3_head,1
0_626_3_helmet,0
0_2141_3_helmet,0
1_8496_3_head,1
1_3004_2_head,1
0_1106_2_helmet,0
0_1153_2_helmet,0
1_6779_3_head,1
1_2707_2_head,1
0_5854_3_helmet,0
1_4055_head,1
1_2065_3_head,1
1_1580_2_head,1
0_2036_3_helmet,0
0_751_3_helmet,0
1_3127_3_head,1
0_3997_3_helmet,0
0_704_3_helmet,0
1_3645_2_head,1
1_6427_3_head,1
1_2459_2_head,1
0_6233_3_helmet,0
0_6129__helmet,0
1_3438_3_head,1
1_4911_2_head,1
0_6266_3_helmet,0
1_553_3_head,1
1_3851_head,1
1_7324_3_head,1
1_4500_head,1
1_2146_2_head,1
1_4080_3_head,1
0_1778_3_helmet,0
0_5976_3_helmet,0
1_3127_2_head,1
0_4082_3_helmet,0
0_5582_3_helmet,0
0_1024_2_helmet,0
1_4911_3_head,1
1_4501_head,1
0_1071_2_helmet,0
0_5528_3_helmet,0
1_2624_2_head,1
0_729_2_helmet,0
1_4926_3_head,1
0_6517_3_helmet,0
0_1369__helmet,0
0_794_1_helmet,0
1_206_3_head,1
1_3881_2_head,1
1_2613_2_head,1
0_2712_3_helmet,0
0_6949_3_helmet,0
0_3212_3_helmet,0
1_3269_head,1
1_719_3_head,1
0_3247_3_helmet,0
1_3110_2_head,1
1_1108_head,1
0_3441__helmet,0
0_5259_3_helmet,0
1_3881_3_head,1
0_1755_2_helmet,0
1_564_3_head,1
1_7313_3_head,1
1_1939_2_head,1
1_3268_head,1
1_3672_2_head,1
0_6432_3_helmet,0
1_3733_2_head,1
0_659_2_helmet,0
0_7167_3_helmet,0
0_6467_3_helmet,0
1_5488_3_head,1
1_93_3_head,1
0_2637_3_helmet,0
0_6498_3_helmet,0
1_3635_head,1
1_425_3_head,1
1_4867_2_head,1
0_2662_3_helmet,0
1_2752_3_head,1
1_5197_3_head,1
0_1625_2_helmet,0
1_3051_2_head,1
1_658_3_head,1
0_1670_2_helmet,0
1_1394_2_head,1
0_4629_3_helmet,0
1_3452_head,1
1_2752_2_head,1
1_347_3_head,1
0_1179_3_helmet,0
1_2030_3_head,1
1_1093_1_head,1
